0.24994285714286D+02       617
(x,y,z) position of the X-ray source
 -0.1800E+01  0.7262E-14  0.1386E-12
x | y | z | R | rho
 -1.6266E-01  1.8512E-01  9.9063E+00  3.2049E-01  4.9312E-03
 -5.4757E-01  2.4408E-01  9.8547E+00  3.1968E-01  4.9687E-03
  1.3663E+00 -9.6219E-02  9.7652E+00  3.1941E-01  4.9813E-03
 -9.2390E-01  3.1897E-01  9.6291E+00  3.1536E-01  5.1761E-03
 -6.6302E-01  1.7915E-01  9.2167E+00  3.0553E-01  5.6919E-03
  8.8484E-01  8.5471E-02  8.9199E+00  2.9918E-01  6.0620E-03
 -3.3118E-01 -3.0139E-01  8.8925E+00  2.9779E-01  6.1472E-03
  1.6461E-01  8.3087E-02  8.9018E+00  2.9779E-01  6.1472E-03
  2.7011E-01  4.3959E-02  8.6460E+00  2.9193E-01  6.5247E-03
  3.4714E-01  3.1062E-01  8.6137E+00  2.9137E-01  6.5624E-03
  1.9439E+00 -2.1339E-01  8.2656E+00  2.8828E-01  6.7756E-03
 -8.6649E-01  5.2007E-02  8.4009E+00  2.8716E-01  6.8557E-03
  1.3440E-01  1.9195E-01  8.3100E+00  2.8405E-01  7.0833E-03
 -1.5318E+00 -2.7051E-01  7.9463E+00  2.7893E-01  7.4803E-03
  8.1844E-01 -2.1210E-01  8.0287E+00  2.7836E-01  7.5264E-03
  1.9586E+00 -6.0367E-02  7.4978E+00  2.7061E-01  8.1920E-03
 -6.3913E-01 -9.9600E-02  7.6866E+00  2.6974E-01  8.2712E-03
  1.8045E-01  3.2128E-01  7.5972E+00  2.6713E-01  8.5158E-03
 -1.2979E+00 -8.7442E-04  7.2887E+00  2.6218E-01  9.0076E-03
  7.5545E-02  1.1032E-01  7.3663E+00  2.6130E-01  9.0986E-03
  1.3461E+00  1.4470E-01  7.1694E+00  2.5954E-01  9.2849E-03
 -1.2083E+00 -8.9230E-02  7.1224E+00  2.5778E-01  9.4768E-03
  2.0321E+00 -1.8467E-01  6.8065E+00  2.5483E-01  9.8098E-03
  8.8315E-01  1.9294E-01  6.7729E+00  2.4799E-01  1.0644E-02
 -1.4047E+00  3.0528E-01  6.3774E+00  2.4048E-01  1.1673E-02
 -1.7794E+00  1.6799E-01  6.1780E+00  2.3775E-01  1.2079E-02
  1.8613E+00  2.7887E-01  5.9034E+00  2.3165E-01  1.3059E-02
 -5.5314E-01  1.9553E-02  6.0890E+00  2.2950E-01  1.3430E-02
 -1.7555E+00  1.1285E-01  5.7087E+00  2.2579E-01  1.4101E-02
 -8.2013E-01  2.9425E-01  5.8388E+00  2.2393E-01  1.4456E-02
 -9.5651E-01  2.4016E-01  5.7494E+00  2.2207E-01  1.4823E-02
  2.3717E-01  1.1088E-01  5.8275E+00  2.2207E-01  1.4823E-02
