0.17995885714286D+02       634
(x,y,z) position of the X-ray source
 -0.4476E+00 -0.9125E-01 -0.1741E+01
x | y | z | R | rho
 -1.0094E+00 -8.7815E-02  9.8330E+00  3.1995E-01  4.9562E-03
 -9.2818E-02 -2.3585E-01  9.6874E+00  3.1563E-01  5.1628E-03
  7.7164E-02 -2.7965E-02  9.5691E+00  3.1291E-01  5.2984E-03
  1.4486E+00  3.5896E-01  9.4400E+00  3.1264E-01  5.3123E-03
 -1.1228E+00 -8.8586E-02  9.3930E+00  3.1046E-01  5.4250E-03
  1.9899E+00  7.3891E-02  8.8641E+00  3.0194E-01  5.8969E-03
 -8.8039E-01  1.0281E-02  8.9208E+00  2.9918E-01  6.0620E-03
  9.3715E-01 -2.6173E-01  8.8747E+00  2.9834E-01  6.1129E-03
 -8.7157E-01  3.5891E-01  8.6595E+00  2.9333E-01  6.4318E-03
  1.4995E+00 -7.3659E-02  8.3478E+00  2.8800E-01  6.7955E-03
  3.9158E-01 -9.5400E-02  8.0870E+00  2.7893E-01  7.4803E-03
  1.0545E+00  1.7821E-02  7.9434E+00  2.7693E-01  7.6435E-03
  1.5499E+00  3.3764E-01  7.8056E+00  2.7579E-01  7.7391E-03
 -1.7817E+00 -2.0903E-01  7.4776E+00  2.6916E-01  8.3247E-03
  1.1032E+00 -3.4537E-01  7.5783E+00  2.6858E-01  8.3786E-03
  3.8332E-02  2.8437E-01  7.6605E+00  2.6858E-01  8.3786E-03
  8.6254E-01 -3.5078E-01  7.5369E+00  2.6684E-01  8.5436E-03
 -1.1723E+00  1.0857E-01  7.2970E+00  2.6189E-01  9.0378E-03
 -5.3964E-01  1.6379E-01  7.1549E+00  2.5660E-01  9.6080E-03
  4.4922E-01  8.8012E-03  7.1035E+00  2.5512E-01  9.7757E-03
 -1.4944E-02  2.1028E-01  7.0551E+00  2.5364E-01  9.9478E-03
 -1.9762E+00  4.4609E-02  6.7635E+00  2.5335E-01  9.9827E-03
  1.9220E+00  2.4868E-01  6.6141E+00  2.4948E-01  1.0454E-02
  1.0796E+00  1.0451E-01  6.6264E+00  2.4500E-01  1.1039E-02
  1.6226E-01  1.4826E-01  6.6755E+00  2.4410E-01  1.1162E-02
  1.0070E+00  1.4520E-01  6.3027E+00  2.3653E-01  1.2266E-02
  1.2813E+00  1.7888E-01  6.2037E+00  2.3532E-01  1.2458E-02
  4.8747E-01 -1.3542E-01  6.2816E+00  2.3440E-01  1.2604E-02
 -1.0417E-01  1.3902E-01  6.0296E+00  2.2734E-01  1.3816E-02
  1.8681E+00 -3.1010E-01  5.6531E+00  2.2548E-01  1.4160E-02
  7.1534E-01 -3.0180E-01  5.8522E+00  2.2393E-01  1.4456E-02
  6.6695E-01 -1.4515E-01  5.7698E+00  2.2145E-01  1.4949E-02
 -7.1919E-01 -1.1381E-01  5.7172E+00  2.2020E-01  1.5204E-02
 -1.7284E+00  3.2008E-02  5.4492E+00  2.1895E-01  1.5466E-02
 -1.6332E+00 -5.1583E-02  5.2354E+00  2.1265E-01  1.6881E-02
  1.8189E+00 -1.7006E-01  5.0606E+00  2.0980E-01  1.7579E-02
 -5.6759E-01  8.7960E-02  5.2566E+00  2.0725E-01  1.8235E-02
 -1.1045E+00 -1.3255E-01  4.9102E+00  2.0019E-01  2.0234E-02
 -1.3546E+00 -2.7498E-01  4.8174E+00  1.9954E-01  2.0432E-02
  1.7945E+00 -5.9397E-02  4.6668E+00  1.9922E-01  2.0531E-02
 -1.3011E+00 -1.3819E-01  4.7785E+00  1.9792E-01  2.0937E-02
  1.2285E+00 -2.1542E-01  4.5232E+00  1.9042E-01  2.3512E-02
 -1.7461E+00 -1.8822E-01  4.3509E+00  1.9042E-01  2.3512E-02
  6.1179E-01 -1.3845E-01  4.5925E+00  1.8877E-01  2.4132E-02
  1.2727E-02  1.5270E-01  4.4063E+00  1.8215E-01  2.6862E-02
  1.1797E+00  1.6652E-01  4.2215E+00  1.8148E-01  2.7159E-02
 -6.1974E-01  2.3729E-01  4.2563E+00  1.7914E-01  2.8237E-02
  1.2353E+00  2.1298E-01  4.0978E+00  1.7847E-01  2.8557E-02
 -1.3504E+00  1.7383E-02  4.0669E+00  1.7847E-01  2.8557E-02
 -4.5012E-01  4.1641E-02  4.2275E+00  1.7746E-01  2.9045E-02
 -3.8786E-01  2.5556E-01  4.2261E+00  1.7746E-01  2.9045E-02
 -8.7683E-01  3.0593E-02  4.1143E+00  1.7612E-01  2.9716E-02
  1.5556E+00  2.2577E-01  3.8659E+00  1.7511E-01  3.0234E-02
 -1.9407E+00  1.2388E-01  3.6545E+00  1.7409E-01  3.0764E-02
 -1.4450E+00 -3.5420E-02  3.8196E+00  1.7240E-01  3.1679E-02
 -1.2341E+00  2.3917E-01  3.8740E+00  1.7206E-01  3.1867E-02
 -1.6128E+00 -2.4224E-01  3.6956E+00  1.7105E-01  3.2439E-02
  1.6737E+00 -1.9184E-02  3.6275E+00  1.6969E-01  3.3225E-02
 -1.8465E+00 -1.2441E-01  3.4653E+00  1.6764E-01  3.4457E-02
  1.4351E+00  3.9953E-02  3.6449E+00  1.6730E-01  3.4669E-02
  1.8820E+00 -4.2919E-02  3.4229E+00  1.6695E-01  3.4882E-02
  8.6191E-01  4.3964E-02  3.8099E+00  1.6695E-01  3.4882E-02
 -8.2765E-01 -9.7175E-02  3.7599E+00  1.6524E-01  3.5979E-02
 -7.9662E-01  1.3228E-01  3.7543E+00  1.6490E-01  3.6204E-02
 -6.8811E-01 -7.8935E-02  3.7436E+00  1.6387E-01  3.6891E-02
  1.4843E+00  7.4229E-03  3.4939E+00  1.6352E-01  3.7125E-02
  5.6732E-01 -4.6113E-03  3.7090E+00  1.6215E-01  3.8079E-02
  1.9052E+00  1.4052E-01  3.2294E+00  1.6215E-01  3.8079E-02
 -6.0349E-01  2.1003E-01  3.6306E+00  1.6007E-01  3.9579E-02
 -1.2484E+00 -1.1057E-01  3.4436E+00  1.5938E-01  4.0097E-02
  4.8259E-01 -9.0020E-02  3.5764E+00  1.5764E-01  4.1436E-02
 -9.0496E-01  1.8768E-01  3.3996E+00  1.5486E-01  4.3715E-02
 -8.6941E-01 -6.9772E-02  3.4133E+00  1.5486E-01  4.3715E-02
  3.0289E-02 -1.7793E-01  3.5075E+00  1.5451E-01  4.4012E-02
 -5.7650E-02  6.5611E-02  3.5110E+00  1.5451E-01  4.4012E-02
 -1.0902E+00  2.2833E-01  3.3194E+00  1.5416E-01  4.4312E-02
 -1.9299E-01  8.6025E-02  3.4732E+00  1.5346E-01  4.4921E-02
  4.8065E-01 -3.3848E-02  3.4352E+00  1.5311E-01  4.5230E-02
 -1.7731E+00  8.5553E-02  2.8919E+00  1.5065E-01  4.7481E-02
 -8.3653E-01  2.6099E-02  3.2219E+00  1.4853E-01  4.9538E-02
 -3.1572E-01  1.0900E-01  3.2905E+00  1.4783E-01  5.0252E-02
 -1.2233E+00  5.5037E-02  3.0033E+00  1.4570E-01  5.2483E-02
  1.5286E+00 -1.7229E-01  2.8311E+00  1.4499E-01  5.3258E-02
 -1.4044E+00  1.3507E-01  2.8848E+00  1.4464E-01  5.3651E-02
 -1.0285E+00 -7.9561E-02  3.0075E+00  1.4357E-01  5.4857E-02
 -1.8226E+00 -1.2207E-01  2.5113E+00  1.4107E-01  5.7823E-02
  2.4289E-01 -1.8633E-01  3.0903E+00  1.4107E-01  5.7823E-02
