0.22328228571429D+02       604
(x,y,z) position of the X-ray source
 -0.1577E+01 -0.4538E-01 -0.8660E+00
x | y | z | R | rho
  1.1306E+00 -2.4604E-01  9.7804E+00  3.1914E-01  4.9940E-03
 -1.2229E+00 -1.9353E-01  9.7215E+00  3.1806E-01  5.0451E-03
 -9.9854E-01  1.5474E-01  9.2477E+00  3.0690E-01  5.6159E-03
 -1.9824E+00 -2.3790E-01  8.8133E+00  3.0084E-01  5.9621E-03
  1.1370E+00 -2.5731E-01  8.5350E+00  2.9109E-01  6.5814E-03
  2.4171E-02  2.9000E-01  8.3683E+00  2.8546E-01  6.9785E-03
 -8.6869E-01  8.0363E-02  8.1586E+00  2.8149E-01  7.2778E-03
 -1.7002E+00  5.9322E-02  7.9777E+00  2.8036E-01  7.3668E-03
  1.7284E+00  8.8160E-02  7.6398E+00  2.7263E-01  8.0114E-03
 -1.6706E+00 -1.9615E-01  7.5894E+00  2.7118E-01  8.1398E-03
 -1.6101E+00  2.6735E-01  7.5880E+00  2.7090E-01  8.1658E-03
 -1.3964E+00 -1.6018E-01  7.5968E+00  2.7003E-01  8.2447E-03
  1.1591E+00 -9.4212E-03  7.5778E+00  2.6858E-01  8.3786E-03
  1.0040E+00 -1.8729E-01  7.4409E+00  2.6481E-01  8.7422E-03
 -1.8300E+00 -1.4686E-01  7.1844E+00  2.6247E-01  8.9775E-03
 -1.2152E-01  1.3830E-01  7.4010E+00  2.6218E-01  9.0076E-03
 -4.0862E-01  1.8214E-01  7.3540E+00  2.6130E-01  9.0986E-03
  1.0192E+00 -7.1775E-02  7.2843E+00  2.6101E-01  9.1293E-03
 -1.8096E+00  5.6457E-02  6.9696E+00  2.5719E-01  9.5421E-03
 -6.8511E-01  2.3653E-01  7.1404E+00  2.5660E-01  9.6080E-03
 -4.8424E-01  1.3084E-01  6.7314E+00  2.4590E-01  1.0918E-02
  1.9671E+00 -2.2134E-01  6.2925E+00  2.4199E-01  1.1456E-02
 -1.5874E+00  3.0583E-01  6.2857E+00  2.3927E-01  1.1851E-02
  6.3949E-01  6.1771E-02  6.4466E+00  2.3896E-01  1.1896E-02
 -2.3878E-01 -2.1730E-01  6.4115E+00  2.3745E-01  1.2126E-02
  1.1868E-01  5.9906E-02  6.4182E+00  2.3745E-01  1.2126E-02
  2.9179E-01  2.9628E-01  6.2411E+00  2.3318E-01  1.2804E-02
  1.9275E-01  3.1368E-02  6.1696E+00  2.3103E-01  1.3164E-02
  2.4746E-01  2.2143E-01  6.1403E+00  2.3042E-01  1.3269E-02
  1.3778E+00 -1.5125E-01  5.8586E+00  2.2703E-01  1.3872E-02
 -6.1287E-01  3.6785E-02  5.9419E+00  2.2579E-01  1.4101E-02
 -2.7768E-01 -3.0663E-01  5.8655E+00  2.2331E-01  1.4577E-02
  9.4498E-02  1.3496E-01  5.8427E+00  2.2238E-01  1.4761E-02
 -1.0661E+00 -1.8827E-01  5.5304E+00  2.1675E-01  1.5941E-02
  5.6895E-01 -1.4744E-01  5.5813E+00  2.1612E-01  1.6081E-02
